meta_id	OIDHT_OID3072	OIDHT	OIDHT_UniProt	OIDHT_Assay	OID3072	OID3072_UniProt	OID3072_Assay
OID41638	NA	OID41638	Q8NBL1	POGLUT1	NA	NA	NA
OID41639	NA	OID41639	P06746	POLB	NA	NA	NA
OID41640	NA	OID41640	Q15054	POLD3	NA	NA	NA
OID41641	NA	OID41641	Q9HCU8	POLD4	NA	NA	NA
OID41642	NA	OID41642	Q9BY77	POLDIP3	NA	NA	NA
OID41643	NA	OID41643	P05423	POLR3D	NA	NA	NA
OID41644	NA	OID41644	Q6S8J7	POTEA	NA	NA	NA
OID41645	NA	OID41645	B2RU33	POTEC	NA	NA	NA
OID41646	NA	OID41646	Q9BYX7	POTEKP	NA	NA	NA
OID41647	NA	OID41647	A6NI47	POTEM	NA	NA	NA
OID41648	NA	OID41648	Q9UKI9	POU2F3	NA	NA	NA
OID41649	NA	OID41649	Q9H2U2	PPA2	NA	NA	NA
OID41650	NA	OID41650	Q13136	PPFIA1	NA	NA	NA
OID41651	NA	OID41651	O75335	PPFIA4	NA	NA	NA
OID41652	NA	OID41652	Q86W92	PPFIBP1	NA	NA	NA
OID41653	NA	OID41653	Q8ND30	PPFIBP2	NA	NA	NA
OID41654	NA	OID41654	Q96KQ4	PPP1R13B	NA	NA	NA
OID41655	NA	OID41655	Q13522	PPP1R1A	NA	NA	NA
OID41656	NA	OID41656	Q8WVI7	PPP1R1C	NA	NA	NA
OID41657	NA	OID41657	Q96PQ5	PPP1R2P1	NA	NA	NA
OID41658	NA	OID41658	Q8TAP8	PPP1R35	NA	NA	NA
OID41659	NA	OID41659	Q86XI6	PPP1R3B	NA	NA	NA
OID41660	NA	OID41660	Q15435	PPP1R7	NA	NA	NA
OID41661	NA	OID41661	Q6NUP7	PPP4R4	NA	NA	NA
OID41662	NA	OID41662	O75170	PPP6R2	NA	NA	NA
OID41663	NA	OID41663	Q9NQV5	PRDM11	NA	NA	NA
OID41664	NA	OID41664	Q13029	PRDM2	NA	NA	NA
OID41665	NA	OID41665	P49642	PRIM1	NA	NA	NA
OID41666	NA	OID41666	P41743	PRKCI	NA	NA	NA
OID41667	NA	OID41667	O60260	PRKN	NA	NA	NA
OID41668	NA	OID41668	O60678	PRMT3	NA	NA	NA
OID41669	NA	OID41669	Q5THK1	PRR14L	NA	NA	NA
OID41670	NA	OID41670	Q9BU68	PRR15L	NA	NA	NA
OID41672	NA	OID41672	B1ATL7	PRR32	NA	NA	NA
OID41673	NA	OID41673	P0CG20	PRR35	NA	NA	NA
OID41674	NA	OID41674	O14668	PRRG1	NA	NA	NA
OID41675	NA	OID41675	Q06124	PTPN11	NA	NA	NA
OID41676	NA	OID41676	Q15678	PTPN14	NA	NA	NA
OID41677	NA	OID41677	P17706	PTPN2	NA	NA	NA
OID41678	NA	OID41678	Q4JDL3	PTPN20	NA	NA	NA
OID41679	NA	OID41679	P18433	PTPRA	NA	NA	NA
OID41680	NA	OID41680	Q5TGL8	PXDC1	NA	NA	NA
OID41681	NA	OID41681	Q96C36	PYCR2	NA	NA	NA
OID41682	NA	OID41682	Q9H0J4	QRICH2	NA	NA	NA
OID41683	NA	OID41683	Q2KHR3	QSER1	NA	NA	NA
OID41684	NA	OID41684	Q6ZRP7	QSOX2	NA	NA	NA
OID41685	NA	OID41685	Q9Y3T6	R3HCC1	NA	NA	NA
OID41686	NA	OID41686	Q7Z5L2	R3HCC1L	NA	NA	NA
OID41687	NA	OID41687	P62491	RAB11A	NA	NA	NA
OID41688	NA	OID41688	Q9BXF6	RAB11FIP5	NA	NA	NA
OID41689	NA	OID41689	Q14964	RAB39A	NA	NA	NA
OID41690	NA	OID41690	Q96E17	RAB3C	NA	NA	NA
OID41691	NA	OID41691	Q9UNT1	RABL2B	NA	NA	NA
OID41692	NA	OID41692	Q96B01	RAD51AP1	NA	NA	NA
OID41693	NA	OID41693	Q09MP3	RAD51AP2	NA	NA	NA
OID41694	NA	OID41694	Q96JH8	RADIL	NA	NA	NA
OID41696	NA	OID41696	Q86X27	RALGPS2	NA	NA	NA
OID41697	NA	OID41697	Q9HD47	RANGRF	NA	NA	NA
OID41698	NA	OID41698	Q8TEU7	RAPGEF6	NA	NA	NA
OID41701	NA	OID41701	A6NK89	RASSF10	NA	NA	NA
OID41702	NA	OID41702	Q8WWW0	RASSF5	NA	NA	NA
OID41703	NA	OID41703	Q02833	RASSF7	NA	NA	NA
OID41704	NA	OID41704	Q9Y2V3	RAX	NA	NA	NA
OID41705	NA	OID41705	Q15291	RBBP5	NA	NA	NA
OID41706	NA	OID41706	Q5T481	RBM20	NA	NA	NA
OID41707	NA	OID41707	Q9NW64	RBM22	NA	NA	NA
OID41708	NA	OID41708	Q9P2N5	RBM27	NA	NA	NA
OID41709	NA	OID41709	Q96EV2	RBM33	NA	NA	NA
OID41710	NA	OID41710	Q6XE24	RBMS3	NA	NA	NA
OID41711	NA	OID41711	Q6JBY9	RCSD1	NA	NA	NA
OID41712	NA	OID41712	Q8IYK8	REM2	NA	NA	NA
OID41713	NA	OID41713	Q8NFH8	REPS2	NA	NA	NA
OID41714	NA	OID41714	P35251	RFC1	NA	NA	NA
OID41715	NA	OID41715	Q14699	RFTN1	NA	NA	NA
OID41716	NA	OID41716	P48382	RFX5	NA	NA	NA
OID41717	NA	OID41717	P49796	RGS3	NA	NA	NA
OID41718	NA	OID41718	P49798	RGS4	NA	NA	NA
OID41719	NA	OID41719	P49758	RGS6	NA	NA	NA
OID41720	NA	OID41720	Q6ZWK4	RHEX	NA	NA	NA
OID41721	NA	OID41721	O94844	RHOBTB1	NA	NA	NA
OID41722	NA	OID41722	Q8N443	RIBC1	NA	NA	NA
OID41724	NA	OID41724	Q6NUQ1	RINT1	NA	NA	NA
OID41725	NA	OID41725	Q9BVS4	RIOK2	NA	NA	NA
OID41726	NA	OID41726	Q9Y4F9	RIPOR2	NA	NA	NA
OID41727	NA	OID41727	Q96K30	RITA1	NA	NA	NA
OID41728	NA	OID41728	P12271	RLBP1	NA	NA	NA
OID41729	NA	OID41729	Q8WXF3	RLN3	NA	NA	NA
OID41730	NA	OID41730	P60153	RNASE9	NA	NA	NA
OID41731	NA	OID41731	P61587	RND3	NA	NA	NA
OID41732	NA	OID41732	Q8N5U6	RNF10	NA	NA	NA
OID41733	NA	OID41733	Q8WVD5	RNF141	NA	NA	NA
OID41734	NA	OID41734	Q63HN8	RNF213	NA	NA	NA
OID41735	NA	OID41735	Q8ND24	RNF214	NA	NA	NA
OID41736	NA	OID41736	A6NIN4	RNF227	NA	NA	NA
OID41737	NA	OID41737	Q96LT9	RNPC3	NA	NA	NA
OID41738	NA	OID41738	Q96MS0	ROBO3	NA	NA	NA
OID41739	NA	OID41739	P56715	RP1	NA	NA	NA
OID41740	NA	OID41740	Q2QD12	RPEL1	NA	NA	NA
OID41741	NA	OID41741	Q9H9Y2	RPF1	NA	NA	NA
OID41742	NA	OID41742	Q68CZ1	RPGRIP1L	NA	NA	NA
OID41743	NA	OID41743	Q9UNE2	RPH3AL	NA	NA	NA
OID41744	NA	OID41744	P78346	RPP30	NA	NA	NA
OID41745	NA	OID41745	Q96P16	RPRD1A	NA	NA	NA
OID41746	NA	OID41746	P25398	RPS12	NA	NA	NA
OID41747	NA	OID41747	Q9NYV6	RRN3	NA	NA	NA
OID41749	NA	OID41749	Q8WXG1	RSAD2	NA	NA	NA
OID41750	NA	OID41750	Q5TD94	RSPH4A	NA	NA	NA
OID41751	NA	OID41751	Q96IZ7	RSRC1	NA	NA	NA
OID41752	NA	OID41752	Q9BUV0	RSRP1	NA	NA	NA
OID41753	NA	OID41753	Q9BY42	RTF2	NA	NA	NA
OID41754	NA	OID41754	Q86UN3	RTN4RL2	NA	NA	NA
OID41755	NA	OID41755	Q96DX8	RTP4	NA	NA	NA
OID41756	NA	OID41756	Q9H714	RUBCNL	NA	NA	NA
OID41757	NA	OID41757	Q59EK9	RUNDC3A	NA	NA	NA
OID41758	NA	OID41758	Q9BVN2	RUSC1	NA	NA	NA
OID41759	NA	OID41759	Q9Y3V2	RWDD3	NA	NA	NA
OID41760	NA	OID41760	P34925	RYK	NA	NA	NA
OID41761	NA	OID41761	P33763	S100A5	NA	NA	NA
OID41762	NA	OID41762	Q8WXG8	S100Z	NA	NA	NA
OID41763	NA	OID41763	Q9UJQ4	SALL4	NA	NA	NA
OID41764	NA	OID41764	Q8N8I0	SAMD12	NA	NA	NA
OID41765	NA	OID41765	Q5VXD3	SAMD13	NA	NA	NA
OID41766	NA	OID41766	Q96LT4	SAMD8	NA	NA	NA
OID41767	NA	OID41767	Q6NSI8	SANBR	NA	NA	NA
OID41768	NA	OID41768	Q9Y3A5	SBDS	NA	NA	NA
OID41769	NA	OID41769	Q86WG5	SBF2	NA	NA	NA
OID41770	NA	OID41770	Q8IX30	SCUBE3	NA	NA	NA
OID41771	NA	OID41771	P31040	SDHA	NA	NA	NA
OID41772	NA	OID41772	Q9NRP4	SDHAF3	NA	NA	NA
OID41773	NA	OID41773	Q5VUM1	SDHAF4	NA	NA	NA
OID41774	NA	OID41774	Q8N3Y7	SDR16C5	NA	NA	NA
OID41775	NA	OID41775	Q96GA7	SDSL	NA	NA	NA
OID41776	NA	OID41776	P55735	SEC13	NA	NA	NA
OID41777	NA	OID41777	O76054	SEC14L2	NA	NA	NA
OID41778	NA	OID41778	Q9H3T3	SEMA6B	NA	NA	NA
OID41779	NA	OID41779	Q9HC62	SENP2	NA	NA	NA
OID41780	NA	OID41780	Q96LD8	SENP8	NA	NA	NA
OID41781	NA	OID41781	Q9P0V9	SEPTIN10	NA	NA	NA
OID41782	NA	OID41782	Q6ZU15	SEPTIN14	NA	NA	NA
OID41783	NA	OID41783	O75920	SERF1A_SERF1B	NA	NA	NA
OID41784	NA	OID41784	Q9UHV2	SERTAD1	NA	NA	NA
OID41785	NA	OID41785	Q9NUC0	SERTAD4	NA	NA	NA
OID41787	NA	OID41787	Q9Y6X0	SETBP1	NA	NA	NA
OID41788	NA	OID41788	Q9C0A6	SETD5	NA	NA	NA
OID41789	NA	OID41789	Q13326	SGCG	NA	NA	NA
OID41790	NA	OID41790	Q5SQS7	SH2D4B	NA	NA	NA
OID41791	NA	OID41791	A6NKC9	SH2D7	NA	NA	NA
OID41792	NA	OID41792	A4FU49	SH3D21	NA	NA	NA
OID41793	NA	OID41793	Q99961	SH3GL1	NA	NA	NA
OID41794	NA	OID41794	Q9Y566	SHANK1	NA	NA	NA
OID41795	NA	OID41795	Q5VXU9	SHOC1	NA	NA	NA
OID41796	NA	OID41796	O15266	SHOX	NA	NA	NA
OID41797	NA	OID41797	O60902	SHOX2	NA	NA	NA
OID41798	NA	OID41798	Q2M3G4	SHROOM1	NA	NA	NA
OID41799	NA	OID41799	Q13796	SHROOM2	NA	NA	NA
OID41800	NA	OID41800	Q8TF72	SHROOM3	NA	NA	NA
OID41801	NA	OID41801	Q9ULL8	SHROOM4	NA	NA	NA
OID41802	NA	OID41802	Q9BRV8	SIKE1	NA	NA	NA
OID41803	NA	OID41803	P81133	SIM1	NA	NA	NA
OID41804	NA	OID41804	Q8NDZ2	SIMC1	NA	NA	NA
OID41805	NA	OID41805	O75182	SIN3B	NA	NA	NA
OID41806	NA	OID41806	Q9P1W8	SIRPG	NA	NA	NA
OID41807	NA	OID41807	Q96BD8	SKA1	NA	NA	NA
OID41808	NA	OID41808	P12757	SKIL	NA	NA	NA
OID41809	NA	OID41809	P84550	SKOR1	NA	NA	NA
OID41810	NA	OID41810	Q9BXP2	SLC12A9	NA	NA	NA
OID41811	NA	OID41811	Q13183	SLC13A2	NA	NA	NA
OID41812	NA	OID41812	P41440	SLC19A1	NA	NA	NA
OID41813	NA	OID41813	Q92911	SLC5A5	NA	NA	NA
OID41815	NA	OID41815	O94991	SLITRK5	NA	NA	NA
OID41816	NA	OID41816	Q5VYV7	SLX4IP	NA	NA	NA
OID41817	NA	OID41817	P28370	SMARCA1	NA	NA	NA
OID41818	NA	OID41818	P51532	SMARCA4	NA	NA	NA
OID41819	NA	OID41819	Q9NTJ3	SMC4	NA	NA	NA
OID41820	NA	OID41820	A6NFE2	SMCO2	NA	NA	NA
OID41821	NA	OID41821	A2RU48	SMCO3	NA	NA	NA
OID41822	NA	OID41822	Q9NWM0	SMOX	NA	NA	NA
OID41823	NA	OID41823	Q9HCE7	SMURF1	NA	NA	NA
OID41824	NA	OID41824	Q9H7B4	SMYD3	NA	NA	NA
OID41825	NA	OID41825	O60641	SNAP91	NA	NA	NA
OID41826	NA	OID41826	Q9Y6H5	SNCAIP	NA	NA	NA
OID41827	NA	OID41827	Q9NRH2	SNRK	NA	NA	NA
OID41828	NA	OID41828	P62316	SNRPD2	NA	NA	NA
OID41829	NA	OID41829	Q92543	SNX19	NA	NA	NA
OID41830	NA	OID41830	Q9NX45	SOHLH2	NA	NA	NA
OID41831	NA	OID41831	Q8WY21	SORCS1	NA	NA	NA
OID41832	NA	OID41832	Q9UPU3	SORCS3	NA	NA	NA
OID41833	NA	OID41833	A6NEL2	SOWAHB	NA	NA	NA
OID41834	NA	OID41834	Q9UN79	SOX13	NA	NA	NA
OID41835	NA	OID41835	O94993	SOX30	NA	NA	NA
OID41836	NA	OID41836	Q06945	SOX4	NA	NA	NA
OID41837	NA	OID41837	P57073	SOX8	NA	NA	NA
OID41838	NA	OID41838	Q13342	SP140	NA	NA	NA
OID41839	NA	OID41839	Q02447	SP3	NA	NA	NA
OID41840	NA	OID41840	Q8TDD2	SP7	NA	NA	NA
OID41841	NA	OID41841	Q8N0X2	SPAG16	NA	NA	NA
OID41842	NA	OID41842	Q96R06	SPAG5	NA	NA	NA
OID41843	NA	OID41843	O75391	SPAG7	NA	NA	NA
OID41844	NA	OID41844	Q99932	SPAG8	NA	NA	NA
OID41845	NA	OID41845	Q9NS25	SPANXB1	NA	NA	NA
OID41846	NA	OID41846	Q5VX52	SPATA1	NA	NA	NA
OID41847	NA	OID41847	Q7Z572	SPATA21	NA	NA	NA
OID41848	NA	OID41848	Q8NHX4	SPATA3	NA	NA	NA
OID41849	NA	OID41849	Q8NB90	AFG2A	NA	NA	NA
OID41850	NA	OID41850	Q8N4H0	SPATA6L	NA	NA	NA
OID41851	NA	OID41851	Q9P0W8	SPATA7	NA	NA	NA
OID41852	NA	OID41852	Q76KD6	SPATC1	NA	NA	NA
OID41853	NA	OID41853	Q496A3	SPATS1	NA	NA	NA
OID41854	NA	OID41854	Q96EA4	SPDL1	NA	NA	NA
OID41855	NA	OID41855	Q9Y4P9	SPEF1	NA	NA	NA
OID41856	NA	OID41856	Q96T58	SPEN	NA	NA	NA
OID41857	NA	OID41857	P16150	SPN	NA	NA	NA
OID41858	NA	OID41858	Q5T280	SPOUT1	NA	NA	NA
OID41859	NA	OID41859	Q9H040	SPRTN	NA	NA	NA
OID41860	NA	OID41860	Q9H254	SPTBN4	NA	NA	NA
OID41861	NA	OID41861	Q9NRC6	SPTBN5	NA	NA	NA
OID41862	NA	OID41862	Q8N5C6	SRBD1	NA	NA	NA
OID41863	NA	OID41863	Q8NEF9	SRFBP1	NA	NA	NA
OID41864	NA	OID41864	O43295	SRGAP3	NA	NA	NA
OID41865	NA	OID41865	P08240	SRPRA	NA	NA	NA
OID41866	NA	OID41866	Q9Y5M8	SRPRB	NA	NA	NA
OID41867	NA	OID41867	Q9BXP5	SRRT	NA	NA	NA
OID41868	NA	OID41868	Q05066	SRY	NA	NA	NA
OID41869	NA	OID41869	Q76I76	SSH2	NA	NA	NA
OID41870	NA	OID41870	P43307	SSR1	NA	NA	NA
OID41871	NA	OID41871	P32745	SSTR3	NA	NA	NA
OID41872	NA	OID41872	Q9Y2M2	SSUH2	NA	NA	NA
OID41873	NA	OID41873	O60225	SSX5	NA	NA	NA
OID41874	NA	OID41874	Q8NFI4	ST13P5	NA	NA	NA
OID41875	NA	OID41875	Q8WVM7	STAG1	NA	NA	NA
OID41876	NA	OID41876	Q9UJ98	STAG3	NA	NA	NA
OID41877	NA	OID41877	O75886	STAM2	NA	NA	NA
OID41878	NA	OID41878	P49675	STAR	NA	NA	NA
OID41879	NA	OID41879	Q9Y365	STARD10	NA	NA	NA
OID41880	NA	OID41880	Q9Y3M8	STARD13	NA	NA	NA
OID41881	NA	OID41881	Q14849	STARD3	NA	NA	NA
OID41882	NA	OID41882	Q92502	STARD8	NA	NA	NA
OID41883	NA	OID41883	Q8N1F8	STK11IP	NA	NA	NA
OID41884	NA	OID41884	Q9UEE5	STK17A	NA	NA	NA
OID41885	NA	OID41885	Q9P289	STK26	NA	NA	NA
OID41886	NA	OID41886	Q86UX6	STK32C	NA	NA	NA
OID41887	NA	OID41887	Q9BYT3	STK33	NA	NA	NA
OID41888	NA	OID41888	Q9NRP7	STK36	NA	NA	NA
OID41889	NA	OID41889	Q9UEW8	STK39	NA	NA	NA
OID41890	NA	OID41890	Q9H169	STMN4	NA	NA	NA
OID41891	NA	OID41891	Q9P2F5	STOX2	NA	NA	NA
OID41892	NA	OID41892	Q5TH74	STPG1	NA	NA	NA
OID41893	NA	OID41893	P56962	STX17	NA	NA	NA
OID41894	NA	OID41894	Q9P2R7	SUCLA2	NA	NA	NA
OID41895	NA	OID41895	Q8IWU5	SULF2	NA	NA	NA
OID41896	NA	OID41896	P63165	SUMO1	NA	NA	NA
OID41897	NA	OID41897	Q8NEM7	SUPT20H	NA	NA	NA
OID41898	NA	OID41898	Q8IZU3	SYCP3	NA	NA	NA
OID41899	NA	OID41899	P43405	SYK	NA	NA	NA
OID41900	NA	OID41900	Q6ZMZ3	SYNE3	NA	NA	NA
OID41901	NA	OID41901	Q8IYJ3	SYTL1	NA	NA	NA
OID41902	NA	OID41902	Q9HCH5	SYTL2	NA	NA	NA
OID41903	NA	OID41903	O95359	TACC2	NA	NA	NA
OID41904	NA	OID41904	Q15544	TAF11	NA	NA	NA
OID41905	NA	OID41905	Q7Z5A9	TAFA1	NA	NA	NA
OID41906	NA	OID41906	Q7Z5A8	TAFA3	NA	NA	NA
OID41907	NA	OID41907	Q9C0D5	TANC1	NA	NA	NA
OID41908	NA	OID41908	Q13148	TARDBP	NA	NA	NA
OID41909	NA	OID41909	A2RTX5	TARS3	NA	NA	NA
OID41910	NA	OID41910	Q9NVG8	TBC1D13	NA	NA	NA
OID41911	NA	OID41911	Q9NU19	TBC1D22B	NA	NA	NA
OID41912	NA	OID41912	Q2M2D7	TBC1D28	NA	NA	NA
OID41913	NA	OID41913	Q96DN5	TBC1D31	NA	NA	NA
OID41914	NA	OID41914	Q96NH3	TBC1D32	NA	NA	NA
OID41915	NA	OID41915	Q13207	TBX2	NA	NA	NA
OID41916	NA	OID41916	Q15560	TCEA2	NA	NA	NA
OID41917	NA	OID41917	Q15170	TCEAL1	NA	NA	NA
OID41918	NA	OID41918	Q9BQ70	TCF25	NA	NA	NA
OID41919	NA	OID41919	Q07283	TCHH	NA	NA	NA
OID41920	NA	OID41920	Q5QJ38	TCHHL1	NA	NA	NA
OID41921	NA	OID41921	Q9BT92	TCHP	NA	NA	NA
OID41923	NA	OID41923	Q96PL2	TECTB	NA	NA	NA
OID41924	NA	OID41924	Q7L2K0	TEDC2	NA	NA	NA
OID41925	NA	OID41925	Q969V4	TEKT1	NA	NA	NA
OID41926	NA	OID41926	Q9BXF9	TEKT3	NA	NA	NA
OID41927	NA	OID41927	Q8IYF3	TEX11	NA	NA	NA
OID41928	NA	OID41928	Q9BXU0	TEX12	NA	NA	NA
OID41929	NA	OID41929	Q9BXU3	TEX13A	NA	NA	NA
OID41930	NA	OID41930	Q53QW1	TEX44	NA	NA	NA
OID41931	NA	OID41931	Q8N6V9	TEX9	NA	NA	NA
OID41932	NA	OID41932	Q5H9I0	TFDP3	NA	NA	NA
OID41933	NA	OID41933	P19484	TFEB	NA	NA	NA
OID41934	NA	OID41934	Q96RS0	TGS1	NA	NA	NA
OID41935	NA	OID41935	Q8WY91	THAP4	NA	NA	NA
OID41936	NA	OID41936	Q9UPZ6	THSD7A	NA	NA	NA
OID41937	NA	OID41937	P31314	TLX1	NA	NA	NA
OID41938	NA	OID41938	A2VDJ0	TMEM131L	NA	NA	NA
OID41939	NA	OID41939	Q9NZR1	TMOD2	NA	NA	NA
OID41940	NA	OID41940	Q9UPQ9	TNRC6B	NA	NA	NA
OID41941	NA	OID41941	Q9Y4F4	TOGARAM1	NA	NA	NA
OID41942	NA	OID41942	Q15785	TOMM34	NA	NA	NA
OID41943	NA	OID41943	Q13625	TP53BP2	NA	NA	NA
OID41944	NA	OID41944	Q96J77	TPD52L3	NA	NA	NA
OID41945	NA	OID41945	Q68CL5	TPGS2	NA	NA	NA
OID41946	NA	OID41946	Q9ULW0	TPX2	NA	NA	NA
OID41947	NA	OID41947	O14545	TRAFD1	NA	NA	NA
OID41948	NA	OID41948	Q96PN7	TRERF1	NA	NA	NA
OID41949	NA	OID41949	Q14142	TRIM14	NA	NA	NA
OID41950	NA	OID41950	Q8WV44	TRIM41	NA	NA	NA
OID41951	NA	OID41951	Q96LD4	TRIM47	NA	NA	NA
OID41952	NA	OID41952	Q9BYV2	TRIM54	NA	NA	NA
OID41953	NA	OID41953	Q495X7	TRIM60	NA	NA	NA
OID41954	NA	OID41954	Q9H2D6	TRIOBP	NA	NA	NA
OID41955	NA	OID41955	Q15642	TRIP10	NA	NA	NA
OID41956	NA	OID41956	Q15645	TRIP13	NA	NA	NA
OID41957	NA	OID41957	Q9P272	TRMT9B	NA	NA	NA
OID41958	NA	OID41958	Q8TEL6	TRPC4AP	NA	NA	NA
OID41959	NA	OID41959	A6NMA1	TRPC5OS	NA	NA	NA
OID41960	NA	OID41960	Q8NER1	TRPV1	NA	NA	NA
OID41961	NA	OID41961	Q99576	TSC22D3	NA	NA	NA
OID41962	NA	OID41962	Q9BZW7	TSGA10	NA	NA	NA
OID41963	NA	OID41963	Q9NRE2	TSHZ2	NA	NA	NA
OID41964	NA	OID41964	O95857	TSPAN13	NA	NA	NA
OID41965	NA	OID41965	O95153	TSPOAP1	NA	NA	NA
OID41966	NA	OID41966	P0CV98_P0CW01	TSPY3_TSPY10	NA	NA	NA
OID41967	NA	OID41967	Q86VY4	TSPYL5	NA	NA	NA
OID41968	NA	OID41968	Q9Y5U2	TSSC4	NA	NA	NA
OID41969	NA	OID41969	Q9H892	TTC12	NA	NA	NA
OID41970	NA	OID41970	Q96N46	TTC14	NA	NA	NA
OID41971	NA	OID41971	Q8NEE8	TTC16	NA	NA	NA
OID41972	NA	OID41972	Q8NDW8	TTC21A	NA	NA	NA
OID41973	NA	OID41973	Q8N0Z6	TTC5	NA	NA	NA
OID41974	NA	OID41974	Q14679	TTLL4	NA	NA	NA
OID41975	NA	OID41975	Q9BQE3	TUBA1C	NA	NA	NA
OID41976	NA	OID41976	Q9NRH3	TUBG2	NA	NA	NA
OID41977	NA	OID41977	Q9NRJ4	TULP4	NA	NA	NA
OID41978	NA	OID41978	Q96RR1	TWNK	NA	NA	NA
OID41979	NA	OID41979	Q9BZA5	TXLNGY	NA	NA	NA
OID41980	NA	OID41980	Q6F5E7	TXNRD3NB	NA	NA	NA
OID41981	NA	OID41981	Q9NV66	TYW1	NA	NA	NA
OID41982	NA	OID41982	A2RUC4	TYW5	NA	NA	NA
OID41983	NA	OID41983	P22314	UBA1	NA	NA	NA
OID41984	NA	OID41984	Q5T6F2	UBAP2	NA	NA	NA
OID41985	NA	OID41985	P57075	UBASH3A	NA	NA	NA
OID41986	NA	OID41986	P62837	UBE2D2	NA	NA	NA
OID41987	NA	OID41987	O95155	UBE4B	NA	NA	NA
OID41988	NA	OID41988	O94941	UBOX5	NA	NA	NA
OID41989	NA	OID41989	Q8IYU4	UBQLNL	NA	NA	NA
OID41990	NA	OID41990	Q8IWV8	UBR2	NA	NA	NA
OID41991	NA	OID41991	Q5T124	UBXN11	NA	NA	NA
OID41992	NA	OID41992	Q9BZV1	UBXN6	NA	NA	NA
OID41993	NA	OID41993	Q8WVF2	UCMA	NA	NA	NA
OID41994	NA	OID41994	Q8IYT8	ULK2	NA	NA	NA
OID41995	NA	OID41995	Q96C45	ULK4	NA	NA	NA
OID41996	NA	OID41996	Q9H3U1	UNC45A	NA	NA	NA
OID41997	NA	OID41997	Q9H9P5	UNKL	NA	NA	NA
OID41998	NA	OID41998	Q9BRT2	UQCC2	NA	NA	NA
OID41999	NA	OID41999	A6NGE7	URAD	NA	NA	NA
OID42000	NA	OID42000	Q9Y6N9	USH1C	NA	NA	NA
OID42001	NA	OID42001	Q495M9	USH1G	NA	NA	NA
OID42002	NA	OID42002	Q70CQ4	USP31	NA	NA	NA
OID42003	NA	OID42003	Q8TEY7	USP33	NA	NA	NA
OID42004	NA	OID42004	Q70CQ2	USP34	NA	NA	NA
OID42005	NA	OID42005	Q86T82	USP37	NA	NA	NA
OID42006	NA	OID42006	Q93008	USP9X	NA	NA	NA
OID42007	NA	OID42007	O75379	VAMP4	NA	NA	NA
OID42008	NA	OID42008	Q5SQQ9	VAX1	NA	NA	NA
OID42009	NA	OID42009	Q9UIW0	VAX2	NA	NA	NA
OID42010	NA	OID42010	P09327	VIL1	NA	NA	NA
OID42012	NA	OID42012	Q9H269	VPS16	NA	NA	NA
OID42013	NA	OID42013	Q9P1Q0	VPS54	NA	NA	NA
OID42014	NA	OID42014	Q99986	VRK1	NA	NA	NA
OID42015	NA	OID42015	Q8IV63	VRK3	NA	NA	NA
OID42016	NA	OID42016	Q8IW00	VSTM4	NA	NA	NA
OID42017	NA	OID42017	Q6ICG8	WBP2NL	NA	NA	NA
OID42018	NA	OID42018	Q9H6R7	WDCP	NA	NA	NA
OID42019	NA	OID42019	O75717	WDHD1	NA	NA	NA
OID42020	NA	OID42020	Q8TBZ3	WDR20	NA	NA	NA
OID42021	NA	OID42021	Q96S15	WDR24	NA	NA	NA
OID42022	NA	OID42022	Q7Z5U6	WDR53	NA	NA	NA
OID42023	NA	OID42023	Q9NW82	WDR70	NA	NA	NA
OID42024	NA	OID42024	Q8IUB2	WFDC3	NA	NA	NA
OID42025	NA	OID42025	Q9BYP7	WNK3	NA	NA	NA
OID42026	NA	OID42026	Q9UBV4	WNT16	NA	NA	NA
OID42027	NA	OID42027	Q14191	WRN	NA	NA	NA
OID42028	NA	OID42028	Q8IX03	WWC1	NA	NA	NA
OID42029	NA	OID42029	Q6AWC2	WWC2	NA	NA	NA
OID42030	NA	OID42030	Q9H0M0	WWP1	NA	NA	NA
OID42031	NA	OID42031	A4UGR9	XIRP2	NA	NA	NA
OID42032	NA	OID42032	P18887	XRCC1	NA	NA	NA
OID42033	NA	OID42033	O43543	XRCC2	NA	NA	NA
OID42034	NA	OID42034	Q9Y2T7	YBX2	NA	NA	NA
OID42035	NA	OID42035	P13994	YJU2B	NA	NA	NA
OID42036	NA	OID42036	O15498	YKT6	NA	NA	NA
OID42037	NA	OID42037	Q9H869	YY1AP1	NA	NA	NA
OID42038	NA	OID42038	O15391	YY2	NA	NA	NA
OID42039	NA	OID42039	O75132	ZBED4	NA	NA	NA
OID42040	NA	OID42040	O43167	ZBTB24	NA	NA	NA
OID42041	NA	OID42041	Q9Y2Y4	ZBTB32	NA	NA	NA
OID42042	NA	OID42042	P10074	ZBTB48	NA	NA	NA
OID42043	NA	OID42043	Q6ZSB9	ZBTB49	NA	NA	NA
OID42044	NA	OID42044	O15156	ZBTB7B	NA	NA	NA
OID42045	NA	OID42045	A1YPR0	ZBTB7C	NA	NA	NA
OID42046	NA	OID42046	A2A288	ZC3H12D	NA	NA	NA
OID42047	NA	OID42047	P61129	ZC3H6	NA	NA	NA
OID42048	NA	OID42048	P0CG32	ZCCHC18	NA	NA	NA
OID42049	NA	OID42049	Q9C0B9	ZCCHC2	NA	NA	NA
OID42050	NA	OID42050	Q9H8U3	ZFAND3	NA	NA	NA
